as_of_date,ticker,net_flow_usd,aum_usd,source
2025-10-27,GBTC,125519980.77,3188945357.55,MOCK
2025-10-27,BITB,127569443.08,4959603758.9,MOCK
2025-10-27,ARKB,-48068918.6,2641645970.94,MOCK
2025-10-28,IBIT,61458844.68,637480942.39,MOCK
2025-10-28,FBTC,2377991.86,3904984762.52,MOCK
2025-10-28,GBTC,73875716.37,2073938796.23,MOCK
2025-10-28,BITB,30990771.27,4499537722.45,MOCK
2025-10-28,ARKB,-26807863.59,2970378515.87,MOCK
2025-10-29,IBIT,22506152.76,750433852.79,MOCK
2025-10-29,FBTC,145098665.12,1138765833.88,MOCK
2025-10-29,GBTC,105844483.5,4937879745.02,MOCK
2025-10-29,BITB,49369159.1,3633228019.38,MOCK
2025-10-29,ARKB,-42949576.43,1125552135.77,MOCK
2025-10-30,IBIT,-32958161.33,1047351064.71,MOCK
2025-10-30,FBTC,70161028.15,4708375029.79,MOCK
2025-10-30,GBTC,44011927.9,3757141844.28,MOCK
2025-10-30,BITB,-38523068.11,1922093292.39,MOCK
2025-10-30,ARKB,42665102.54,1758159288.82,MOCK
2025-10-31,IBIT,115995212.6,789918605.49,MOCK
2025-10-31,FBTC,-44510624.38,1317020383.6,MOCK
2025-10-31,GBTC,100188557.0,2476601250.26,MOCK
2025-10-31,BITB,72632748.14,1493909038.5,MOCK
2025-10-31,ARKB,140348901.11,1527022449.12,MOCK
2025-11-01,IBIT,87618572.71,2453810285.14,MOCK
2025-11-01,FBTC,81066869.38,3561930267.02,MOCK
2025-11-01,GBTC,-41916709.55,3931063319.52,MOCK
2025-11-01,BITB,59042672.03,4899052364.13,MOCK
2025-11-01,ARKB,-8655727.79,4086927780.59,MOCK
2025-11-02,IBIT,-44312621.67,2810236576.42,MOCK
2025-11-02,FBTC,94393427.89,1873740344.19,MOCK
2025-11-02,GBTC,89017535.16,1344465019.1,MOCK
2025-11-02,BITB,5383036.84,4223435425.78,MOCK
2025-11-02,ARKB,109082757.53,4442973691.35,MOCK
2025-11-03,IBIT,-15658344.76,3807062607.37,MOCK
2025-11-03,FBTC,-6776138.87,4268268985.21,MOCK
2025-11-03,GBTC,-11564758.6,593904092.72,MOCK
2025-11-03,BITB,-22792629.15,1620509804.92,MOCK
2025-11-03,ARKB,22969142.61,996983988.37,MOCK
2025-11-04,IBIT,39318636.84,2134931716.52,MOCK
2025-11-04,FBTC,-24485403.93,3084943660.77,MOCK
2025-11-04,GBTC,89281741.23,2002551582.51,MOCK
2025-11-04,BITB,37506014.41,1837614192.42,MOCK
2025-11-04,ARKB,147717242.43,1679316114.75,MOCK
2025-11-05,IBIT,51428618.53,3036549509.85,MOCK
2025-11-05,FBTC,-15310254.23,3639840526.17,MOCK
2025-11-05,GBTC,4289797.71,4978204627.43,MOCK
2025-11-05,BITB,45502068.93,1381619622.2,MOCK
2025-11-05,ARKB,-32124647.26,3808907387.97,MOCK
